id,canonicalized_smiles,taste
278,OCC1OC(OCC2OCC(O)(O)C(O)C2O)C(O)C(O)C1O,sweet
279,CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O,sweet
280,CC(SCC(=O)O)C(=O)O,sour
281,CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
282,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC=CC(O)(CC)CC)CC(O)CC1O,undefined
283,CC(C)N,undefined
284,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OCC(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(=O)c12,sweet
285,COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet
286,NS(=O)(=O)NC1CCCCC1,sweet
287,NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCC1,sweet
288,OCC1OC(O)C(O)OC1C1COC(O)C(O)O1,sweet
289,COc1ccc(C)cc1,undefined
290,Cc1ccc(S)cc1,sour
291,OCC(O)C(O)C(O)C(O)(O)CO,sweet
292,CC1(CO)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
293,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
294,COC1(O)C(CO)OC(O)C(O)C1O,sweet
295,CCC=CCCOC(C)OCCC=CCC,undefined
296,CCC(C(=O)O)=C(C)C(=O)O,sour
297,CN(C)C(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
298,CCOP(=O)(COCC1OC(n2cnc3c(N)ncnc32)CC1O)OCC,sweet
299,CC1OC(C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
300,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
301,COc1c(OC)c2occc2c2oc(=O)ccc12,bitter
302,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)OC)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(O)C(OC2OCC(O)C(O)C2O)C1O,sweet
303,CCCCOC(C)OCCc1ccccc1,undefined
304,COC1CC(O)C(O)C(COC2OC(CO)C(O)C(O)C2O)O1,sweet
305,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O,sweet
306,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,bitter
307,CCOc1ccc(NC(=O)NC(F)(F)F)cc1,sweet
308,CC(CC(=O)O)(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,sour
309,NCCCCC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
310,OCC1OC(OCCCCCCCl)C(O)C(O)C1O,sweet
311,CC1(C)OC2CC(=O)OC2(C)C1CC(=O)CC1=CCCC23CC12C(=O)OC3c1ccoc1,bitter
312,OCC1CC(O)C(O)C(O)(CO)O1,sweet
313,COc1ccc(C2Oc3ccccc3CS2)cc1O,sweet
314,COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet
315,COc1cc2oc(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4O)c3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1O,sweet
316,COc1cnc(C)s1,undefined
317,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(C)=O,sweet
318,CSc1nccnc1C,undefined
319,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CC(N)C(=O)O,sweet
320,O=[As](O)(O)c1ccc(O)cc1,sour
321,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet
322,CC1OC(OCC23C(O)CC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC4(C)C2(C)CC3O)C(O)C(O)C1O,sweet
323,OCC1(O)OCC(OC2(CO)OCC(O)C(O)C2O)C(O)C1O,sweet
324,C=Cc1cccc(NN=C(N=Nc2ccccc2)c2ccccc2)c1,sweet
325,COCC1OC(OC)CCC1O,sweet
326,OCC1OC(OCC(O)COCC(O)COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
327,CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
328,COc1cccc2c(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3oc12,sweet
329,CC1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet
330,COC(=O)C(NC(=O)C(CC(=O)O)NC=O)C(Cl)c1ccccc1,sweet
331,CCCCCCCCCCOC(C)=O,undefined
332,CC(NC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
333,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F,sweet
334,CC1OC(OC2C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,sweet
335,NCCCCNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,sweet
336,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCCc1ccc(C)cc1,sweet
337,CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
338,CC1OC(OC2C(Oc3ccc4c(=O)c(-c5ccc(O)c(O)c5O)coc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
339,CC1OC(O)C(O)C(O)C1O,sweet
340,OCC1CC(O)C(O)C(OC2OC(CO)C(O)C(O)C2O)O1,sweet
341,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet
342,C=CC(C=CC)SSC(C=C)C=CC,undefined
343,CC(O)CC(O)C(O)CO,sweet
344,CC(C)CC(NC(C)C(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,sweet
345,CC(NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)O,sweet
346,CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet
347,CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
348,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12,bitter
349,Cc1ncc2nn[nH]c2n1,sour
350,CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C4(O)C(=O)OCC13C42,bitter
351,Sc1ccc(Cl)cc1,sour
352,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C3,sweet
353,COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc1OC,sweet
354,OCC1SC(O)(CO)C(O)C1O,undefined
355,O=C1C=CC(=Nc2c(Cl)cc(O)cc2Cl)C=C1,sour
356,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,bitter
357,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
358,COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2OC(C)=O)cc1O,sweet
359,CC(NC(=O)C1CCCN1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
360,O=C(O)CSc1cccc(F)c1,sour
361,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,sweet
362,CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
363,CC1OC(OC2COC(Oc3cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c(O)c3O)C(O)C2O)C(O)C(O)C1O,sweet
364,OCC1OC(O)C(O)CC1OC1OC(CO)C(O)C(O)C1O,sweet
365,CC(=CCO)COC1OC(CO)C(O)C(O)C1OC(=O)Cc1ccc(O)c(O)c1,bitter
366,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
367,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
368,CCCC(C)COc1ccc([N+](=O)[O-])cc1N,sweet
369,C=Cc1ccc(O)cc1,sweet
370,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,sweet
371,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(OC8OC(C(=O)O)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
372,COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2O)cc1O,sweet
373,C=CCOC(=O)COc1ccccc1,sweet
374,COC(=O)COC(OC1C(OC(C)=O)C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC)CCC34C)C2(C)C)OC(C(=O)OC)C1OC(C)=O)C(O)C(=O)OC,sweet
375,Clc1nc2ncncc2[nH]1,sour
376,CCC(C)C(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
377,OCC1OC(CO)(OC2OC(COCC3CO3)C(O)C(O)C2O)C(O)C1O,sweet
378,CCCSSCc1ccco1,undefined
379,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)C(O)CC34C)C2(C)C=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
380,COc1ccc(C(=O)Cc2ccccc2)cc1O,undefined
381,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)F)O1,sweet
382,CCC=CCCC=CC=O,undefined
383,COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4CC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2OC)cc1O,sweet
384,COC(Cc1ccccc1)OC,bitter
385,N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O,sour
386,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)CC(O)C2O)C(O)C(O)C1O,sweet
387,CC(=O)CC(C)S,undefined
388,Nc1ncnc2c1ncn2C1(P(=O)(O)O)OC(CO)C(O)(P(=O)(O)O)C1(OP(=O)(O)O)P(=O)(O)O,sweet
389,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
390,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(OC(C)=O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2O)ccc1O,bitter
391,Fc1ccc(C(N=Nc2ccccc2)=NNc2ccccc2)cc1,sweet
392,C#COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
393,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC(CO)CC5CCC(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,sweet
394,CC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
395,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(C)N,sweet
396,COC1=C(C)OC(C)C1=O,sweet
397,CC(O)C1CC(CC(=O)O)C1(C)C,sour
398,OCC(O)CC(O)(O)O,sweet
399,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)O1,sweet
400,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(N)C1O,sweet
401,COC(CCO)C(OC1OC(CO)C(O)C(O)C1O)C(C)O,sweet
402,CCCCCOCC1OC(OC)C(O)C(O)C1O,sweet
403,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,bitter
404,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)C,sweet
405,CCOC(=O)C=Cc1ccc(O)cc1,bitter
406,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9CC(OC)C(OC%10OC(CO)C(O)C(O)C%10O)C(C)O9)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,sweet
407,COC(=O)C1OC(OC2C(O)C(CO)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)CO)C2O)C(O)C(O)C1O,sweet
408,CC(C)CC(=O)C(=O)O,undefined
409,O=C1C=C(O)C(=O)C=C1O,sour
410,O=C(C=Cc1ccc(O)cc1O)c1ccccc1O,bitter
411,NC(=O)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
412,OC[C]1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet
413,CCCCOC(=O)C(C)OC(=O)CCC,undefined
414,COC1C(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(C)C(O)C1OC,sweet
415,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,undefined
416,Cc1ccc(CS)o1,undefined
417,CCCC=C1OC(=O)c2ccccc21,undefined
418,OCC(O)C(O)C(O)C1OC(O)C(O)C(O)C1O,sweet
419,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter
420,CC(=O)OCC12C(CCC(C)(C)C1C(=O)O)OC(=O)C13CC(CC(O)C12)C(C)C3=O,bitter
421,OCC(O)C(O)C(O)C1COC(O)C(O)O1,sweet
422,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1OC1OC(CO)C(O)C(O)C1O,sweet
423,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
424,CC(O)(P(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)[P+]([O-])(O)O,sweet
425,CC(O)C(O)C(O)C(=O)NCCc1ccc(O)cc1,umami
426,COc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccccc3O)oc12,sweet
427,Cc1nc(O)nc2[nH]nnc12,sour
428,NCCNc1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,sweet
429,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,undefined
430,CC(=O)NCCNC(Cc1ccccc1)C(=O)O,sweet
431,COC(OC)C(O)C1OCC(O)C1O,sweet
432,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet
433,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)(CO)C6O)C(C)(C)C5CCC43C)C2C1,sweet
434,O=C(O)c1cccc(O)c(=O)c1C(=O)O,sour
435,Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OCP(=O)(O)COP(O)(O)=S)C(O)C1O,sweet
436,C=CC1C(OC2OC(COC(C)=O)C(OC(=O)c3cccc(OC4OC(CO)C(O)C(O)C4O)c3O)C(OC(C)=O)C2OC(C)=O)OC=C2C(=O)OCCC21O,bitter
437,CCCCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
438,CC(N)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
439,CC(=O)c1nccnc1C,undefined
440,COc1ccc(-c2cc(=O)c3c(OC)cc(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1OC,sweet
441,CNC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
442,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(C(=O)O)C(O)C(O)C6O)CCC45C)C3(C)C)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
443,COc1c(O)cc(C2CC(=O)c3ccc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,sweet
444,OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)CC1O,sweet
445,COC1C(O)C(CO)OC(OCC2OC(O)C(O)C(O)C2O)C1O,sweet
446,CCC(=O)OCCNC(=O)C(N)CC(=O)O,sweet
447,CCCCOC(=O)C(C)CC,undefined
448,CCC(C)OC1OC(CO)C(OC)C(O)C1O,sweet
449,CCOOC1OC(C)C(O)C(O)C1O,sweet
450,O=C(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
451,C=CCC(C)C(=O)OCC,sweet
452,CCC(C)C(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
453,C=CC12COC(=O)C(=C)C1C1OC(=O)C(=C)C1C(OC(=O)C(=C)CO)C2,bitter
454,CC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
455,Nc1ncnc2c1ncn2C1OC(CO)C(OP=O)C1O,sweet
456,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
457,O=C(O)c1ccc(Cl)s1,sour
458,COC1C(CO)OC2OC(C)(C)OC2C1OC,sweet
459,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,bitter
460,CCC(=O)OCc1ccco1,sweet
461,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
462,CC1(COC2OC(CO)C(O)C(O)C2O)CC(=O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
463,OCC1OC(OC2OC(CO)C(O)C(O)(OO)C2O)C(O)C(O)C1O,sweet
464,OCC1OC(OC2(CO)OCC(O)C2O)C(O)C(O)C1O,sweet
465,O=[Si](O)OC1C(O)C(CO)OC1(CO)OC1OC(CO)C(O)C(O)C1O,sweet
466,O=C(O)CCCl,sour
467,CCCCOC(=O)c1ccccc1,undefined
468,CCOCC1OC(O)CCC1OCC,sweet
469,CC=C(C)C(=O)OCC(C)C,sweet
470,COC1OC(CCC2OC(OC)C(O)C(O)C2O)C(O)C(O)C1O,sweet
471,CC1OC(O)C(OC2C(O)OC(CO)C(O)C2O)C(O)C1O,sweet
472,CC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)c(O)c2)CC3=O)C(O)C(O)C1O,sweet
473,COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(OC5OC(C)C(O)C(O)C5O)C4O)c(O)cc3o2)cc1,sweet
474,COc1ccc(CCNC(=O)/C=C/c2ccc3c(c2)OCO3)cc1OC,bitter
475,COC(C)C1=CCC(C)=CC1,sweet
476,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC8(C)CC(OC8=O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet
477,CSc1cccc(SCC(=O)O)c1,sour
478,CC(CO)OC(C)Oc1cc(O)cc(O)c1C(=O)CCc1ccc(O)c(O)c1,sweet
479,CC(O)CC(C)(C)S,undefined
480,CC(O)CCOCCC(C)O,bitter
481,NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CC1,sweet
482,CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,sweet
483,COC1OC(CF)C(O)C(OC)C1OC,sweet
484,CCCCCCCOc1ccc(NC(N)=O)cc1,sweet
485,CC(=O)OC1CCCCC1,sweet
486,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
487,CCCOC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,sweet
488,OCC1OC(OC(CO)C2OC(O)C(O)C2O)C(O)C(O)C1O,sweet
489,OC1OCC(Cc2ccc3c(c2)OCO3)C1Cc1ccc2c(c1)OCO2,bitter
490,CC1OC(OC2C(O)COC(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)C2O)C(O)C(O)C1O,sweet
491,COC1OC(CCC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
492,COC(=O)C(CC(C)C)NC(=O)C(N)CC(=O)O,bitter
493,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CCCN,sweet
494,O=c1c(O)c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,sweet
495,C=C(C)C1CCC2(C)CCC=C(C)C2C1,undefined
496,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4(OC5OC(CO)C(O)C(O)C5O)CC3(CCC12)CC4=O,sweet
497,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet
498,CC1(C)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)COC1OC(CO)C(O)C(O)C1O,bitter
499,COC(=O)C(Cc1ccccc1)NC(=O)CC(N)C(=O)O,sweet
500,C/C=C/C(=O)O,sour
501,CSc1ccccc1O,undefined
502,NC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
503,CCCOC1C(O)C(C)OC(OC)C1O,sweet
504,CCCCCC(CC)OC(=O)CCC,undefined
505,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,bitter
506,Cc1cc(C)c(C=CC(=O)O)c(O)c1,sour
507,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(C)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
508,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,sweet
509,CCOC(=O)C(C)(O)CC,undefined
510,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
511,COc1cc(O)c(C(=O)CCc2ccc(O)c(O)c2)c(OC2OC(CO)C(O)C(O)C2O)c1,sweet
512,CCOC(=O)C=Cc1ccc(O)c(O)c1,bitter
513,COC1CC2OC(C)(C)OC2C(CO)O1,sweet
514,CCOC1OC(CO)C(OC)C(O)C1O,sweet
515,OCCCOCC1OC(OCC2OC(OCCCO)C(OCCCO)C(OCCCO)C2OCCCO)C(OCCCO)C(OCCCO)C1OCCCO,sweet
516,CC1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,sweet
517,COC1C(O)OC(CO)C(O)C1O,sweet
518,NCCCCC(NC(=O)C(N)CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,sweet
519,CCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1O,sweet
520,O=c1[nH]c(SCc2ccco2)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,umami
521,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,sweet
522,COC1CC2OC3OC(CO)C(O)C(O)C3OC2C(C)O1,sweet
523,O=c1cc(-c2ccccc2)oc2c(O)c(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,sweet
524,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,undefined
525,O=c1ccccc(O)c1O,sour
526,CC1(Oc2cc3c(c(O)c2O)C(=O)CC(c2ccc(O)c(O)c2)O3)OCC(O)C(O)C1O,sweet
527,COC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CCO,sweet
528,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet
529,C=CC(=C)CCC=C(C)CCC=C(C)C=O,sweet
530,COc1ccc(CC=CC=CC(=O)NCC(C)C)cc1,undefined
531,CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O,sweet
532,CC12CCC(C)(C(=O)O)C(C3OC(CO)C(O)C(O)C3O)C1C1=CC(=O)C3C4(C)CCC(OC5OC(C(=O)O)C(O)C(O)C5OC5OC(C(=O)O)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)CC2,sweet
533,O=C(C=Cc1ccccc1)c1ccc(O)cc1,bitter
534,Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,sweet
535,CC(=O)CC(=O)O,sour
536,CCCOC1OC(CO)C(OC2OC(CO)C(OC)CC2O)C(O)C1O,sweet
